FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty161,x2,FDELE - ECE F376 - DESIGN PROJECT,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,HDCDC - EEE G581 - RF AND MICROWAVE ENGG,FDELE - PHY F420 - QUANTUM OPTICS,HDCDC - DE G531 - PRODUCT DESIGN,FDCDC - CS F491 - SPECIAL PROJECT,FDCDC - ECON F266 - STUDY ORIENTED PROJECT,FDELE - ECON F376 - DESIGN PROJECT,FDELE - CHEM F110 - CHEMISTRY LABORATORY,FDCDC - HSS F317 - INTRODUCTION TO GLOBALIZATION,FDCDC - CS F266 - STUDY PROJECT,HDELE - BIO G515 - STEM CELL & REGENER BIO
Faculty162,x3,FDELE - INSTR F376 - DESIGN PROJECT,FDCDC - CHE F422 - PETROLEUM REFINING TECHNOLOGY,FDCDC - CS F213 - OBJECT ORIENTED PROG,FDELE - MATH F491 - SPECIAL PROJECT,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - BIO F266 - STUDY PROJECT,FDCDC - GS F233 - PUBLIC POLICY,HDELE - BITS G529 - RESEARCH PROJECT I,HDCDC - ME F217 - APPLIED THERMODYNAMICS,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - GS F326 - CREATIVE THINKING,HDCDC - DE G531 - PRODUCT DESIGN
Faculty163,x1,FDCDC - MATH F215 - ALGEBRA I,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - CS F351 - THEORY OF COMPUTATION,FDELE - BITS F110 - ENGINEERING GRAPHICS,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,FDCDC - GS F326 - CREATIVE THINKING,HDELE - BITS G529 - RESEARCH PROJECT I,FDELE - PHY F420 - QUANTUM OPTICS,FDELE - BITS F452 - BLOCKCHAIN TECHNOLOGY,HDELE - BIO G515 - STEM CELL & REGENER BIO
Faculty164,x1,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT,HDELE - BITS G561T - DISSERTATION,HDCDC - ME F415 - GAS DYNAMICS,FDELE - CS F429 - NATURAL LANG PROCESS,FDELE - ECON F355 - BUSS ANAL & VALUATION,HDELE - MEL G621 - VLSI DESIGN,FDELE - EEE F266 - STUDY PROJECT,FDELE - CHE F491 - SPECIAL PROJECTS,FDCDC - GS F326 - CREATIVE THINKING,FDCDC - CS F468 - INFORMATION SECURITY PROJECT,FDCDC - CS F301 - PRINCIPLES OF PROGG LANG
Faculty165,x3,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDELE - PHY F212 - ELECTROMAGNETIC THEO I,FDELE - ECON F355 - BUSS ANAL & VALUATION,FDELE - EEE F266 - STUDY PROJECT,FDELE - CHEM F330 - PHOTOPHYSICAL CHEMISTRY,HDELE - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - MATH F231 - NUMBER THEORY,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - CS F301 - PRINCIPLES OF PROGG LANG,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - BIO F211 - BIOLOGICAL CHEMISTRY,HDELE - ME F376 - DESIGN PROJECT
Faculty166,x3,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,FDELE - ECE F376 - DESIGN PROJECT,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDCDC - ECE F491 - SPECIAL PROJECT,HDELE - CS G553 - RECONFIGURABLE COMPUTING,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - EEE F215 - DIGITAL DESIGN,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,FDCDC - BITS F464 - MACHINE LEARNING,HDELE - ME F315 - ADVANCED MANUFACTURING PROCESS
Faculty167,x1,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,HDELE - BITS G649 - READING COURSE,HDCDC - MEL G631 - PHY & MO OF MICROEL DEV,FDCDC - BITS F464 - MACHINE LEARNING,HDELE - ME F211 - MECHANICS OF SOLIDS,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,FDELE - CS F314 - SOFT DEV FOR PORT DEVICE,FDELE - BIO F111 - GENERAL BIOLOGY,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDCDC - ECE F434 - DIGITAL SIGNAL PROCESS,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON
Faculty168,x3,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,FDCDC - HSS F232 - INTRO TO DEV STUDIES,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH,HDCDC - ME G512 - FINITE ELEMENT METHOD,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,FDCDC - MATH F231 - NUMBER THEORY,FDELE - ECE F266 - STUDY PROJECT,FDELE - ECE F376 - DESIGN PROJECT,HDELE - BITS G540 - RESEARCH PRACTICE,FDELE - HSS F340 - POST COLONIAL LITERATURES
Faculty169,x1,FDELE - CS F314 - SOFT DEV FOR PORT DEVICE,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,HDCDC - MEL G611 - I C FABRICATION TECH,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,"FDCDC - BIO F217 - LAB FOR WATER, SANITATION & SOLID WASTE",FDELE - CHE F212 - FLUID MECHANICS,HDELE - CS G526 - ADV ALGO & COMPLEXITY,HDCDC - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH
Faculty170,x3,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDCDC - EEE F313 - ANALOG & DIGIT VLSI DES,HDELE - ME F112 - WORKSHOP PRACTICE,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,FDELE - HSS F365 - SCIENCE OF SUSTAINABLE HAPPINESS,FDCDC - IS F341 - SOFTWARE ENGINEERING,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - CHEM F111 - GENERAL CHEMISTRY,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - HSS F379 - INTRODUCTION TO PHILOSOPHY OF SCIENCE,FDCDC - PHY F213 - OPTICS
Faculty171,x3,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,"FDCDC - BIO F216 - WATER,SANITATION & SOLID WASTE",FDCDC - HSS F227 - CROSS CULTURAL SKILLS,HDELE - BIO G514 - MOLECULAR IMMUNOLOGY,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDCDC - INSTR F311 - ELECTRO INST & INST TECH,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,FDELE - BITS F112 - TECH REPORT WRITING,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI
Faculty172,x2,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDELE - MATH F491 - SPECIAL PROJECT,HDELE - CHEM G521 - ENVIRONMENTAL CHEMISTRY,HDELE - BITS G562T - DISSERTATION,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - PHY F491 - SPECIAL PROJECT,FDCDC - MATH F432 - APPLIED STATISTICAL METHODS,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDELE - ECON F415 - NEW VENTURE CREATION
Faculty173,x2,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDCDC - ECE F366 - LABORATORY PROJECT,FDELE - EEE F266 - STUDY PROJECT,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS,HDELE - ME F216 - MATERIAL SCI AND ENGINEERIN,FDCDC - CS F351 - THEORY OF COMPUTATION,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,HDELE - MEL G622 - INTRO TO ARTIF NEURAL NET,HDCDC - SAN G512 - SANITATION AND PUBLIC HEALTH
Faculty174,x3,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - ECE F366 - LABORATORY PROJECT,HDELE - MEL G623 - ADVANCED VLSI DESIGN,FDELE - EEE F214 - ELECTRONIC DEVICES,FDCDC - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY,FDELE - EEE F376 - DESIGN PROJECT,HDELE - MEL G621 - VLSI DESIGN,FDCDC - MATH F214 - ELEMENTARY REAL ANALYSIS,FDELE - CS F429 - NATURAL LANG PROCESS,FDELE - PHY F420 - QUANTUM OPTICS,HDCDC - CS G518 - INTERNET OF THINGS: DESIGN & DEVELOPMENT
Faculty175,x3,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,HDELE - BITS G540 - RESEARCH PRACTICE,FDELE - CHEM F111 - GENERAL CHEMISTRY,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,HDCDC - BIO G525 - ENVIR BIOTECH & WAS MGMT,HDELE - MEL G621 - VLSI DESIGN,FDCDC - CS F446 - DATA STORAGE TECH & NETW,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDELE - CHEM F335 - ORGANIC CHEM & DRUG DES,FDCDC - CS F351 - THEORY OF COMPUTATION
Faculty176,x1,FDELE - INSTR F366 - LABORATORY PROJECT,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,HDELE - ME F211 - MECHANICS OF SOLIDS,FDELE - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - ME F212 - FLUID MECHANICS,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDCDC - GS F326 - CREATIVE THINKING,HDCDC - BITS G513 - STUDY IN ADVANCED TOPICS,FDCDC - HSS F236 - SYMBOLIC LOGIC,FDELE - MATH F312 - ORDINARY DIFF EQUATIONS
Faculty177,x3,FDELE - EEE F366 - LABORATORY PROJECT,FDELE - GS F322 - CRITI ANAL OF LIT & CINE,FDCDC - HSS F235 - INTRODUCTORY PHILOSOPHY,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CHE F266 - STUDY PROJECT,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,HDCDC - EEE G612 - CODING THEORY AND PRACTICE,FDCDC - PHY F211 - CLASSICAL MECHANICS,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDELE - MEL G621 - VLSI DESIGN,FDELE - ECON F355 - BUSS ANAL & VALUATION,HDELE - BITS G561T - DISSERTATION
Faculty178,x1,HDCDC - CS G525 - ADV COMPUTER NETWORKS,HDELE - BITS G561T - DISSERTATION,FDCDC - HSS F337 - ENGLISH LITERARY FORMS AND MOVEMENTS,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDELE - HSS F375 - BUS & POL IN COL & POS COL IND,HDELE - ME F491 - SPECIAL PROJECTS,FDELE - HSS F349 - ECOCRITICISM,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,FDCDC - PHY F215 - INTRO TO ASTRO & ASTROPH,HDCDC - BITS G629T - DISSERTATION,FDELE - EEE F428 - ENERGY STORAGE SYSTEMS
Faculty179,x2,FDCDC - HSS F232 - INTRO TO DEV STUDIES,FDELE - CHEM F311 - ORGANIC CHEMISTRY III,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - CHEM F491 - SPECIAL PROJECT,FDELE - BITS F315 - INTRODUCTION TO COGNITIVE NEUR,FDELE - BIO F313 - ANIMAL PHYSIOLOGY,HDELE - BITS G561T - DISSERTATION,FDCDC - CS F446 - DATA STORAGE TECH & NETW,HDELE - BIO G542 - ADVANCED CELL MOLE BIO,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - ECON F266 - STUDY ORIENTED PROJECT
Faculty180,x3,FDCDC - HSS F236 - SYMBOLIC LOGIC,FDELE - ECON F415 - NEW VENTURE CREATION,FDCDC - PHY F213 - OPTICS,HDELE - INSTR F312 - TRANSD & MEASUREMENT SYS,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - ME F376 - DESIGN PROJECT,FDELE - CHE F266 - STUDY PROJECT,FDELE - EEE F366 - LABORATORY PROJECT,FDCDC - CHE F211 - CHEMICAL PROCESS CALCULATION,HDCDC - MEL G625 - ADV ANALOG & MIX SIG DES,FDCDC - CS F366 - LABORATORY PROJECT,HDCDC - INSTR F311 - ELECTRO INST & INST TECH
